"Time","Timestamp","cpu_usage","memory_usage","bandwidth_inbound","bandwidth_outbound","tps","tps_error","response_time","Status"
"2023-09-08 03:51:50","1694119910000","21.8%","54.1%","6.26 GB/s","6.13 GB/s","2.80 req/s","0.200 req/s","4.47 s","1"
"2023-09-08 03:51:55","1694119915000","24.0%","55.8%","8.22 GB/s","7.08 GB/s","3.20 req/s","0 req/s","2.93 s","0"
"2023-09-08 03:52:00","1694119920000","10.8%","54.6%","2.27 GB/s","2.50 GB/s","1.80 req/s","0 req/s","1.01 s","0"
"2023-09-08 03:52:05","1694119925000","19.0%","53.5%","4.63 GB/s","3.66 GB/s","2 req/s","0 req/s","1.35 s","0"
"2023-09-08 03:52:10","1694119930000","17.8%","53.7%","4.23 GB/s","3.76 GB/s","3.00 req/s","0 req/s","1.90 s","0"
"2023-09-08 03:52:15","1694119935000","22.0%","54.6%","9.57 GB/s","8.31 GB/s","3 req/s","0 req/s","2.76 s","0"
"2023-09-08 03:52:20","1694119940000","28.6%","54.1%","11.1 GB/s","9.79 GB/s","2.80 req/s","0 req/s","2.91 s","0"
"2023-09-08 03:52:25","1694119945000","23.2%","55.7%","6.83 GB/s","5.95 GB/s","3 req/s","0 req/s","3.65 s","0"
"2023-09-08 03:52:30","1694119950000","17.4%","55.3%","6.22 GB/s","5.45 GB/s","2.80 req/s","0 req/s","1.94 s","0"
"2023-09-08 03:52:35","1694119955000","22.2%","54.2%","8.23 GB/s","7.17 GB/s","2 req/s","0 req/s","1.47 s","0"
"2023-09-08 03:52:40","1694119960000","16.6%","56.7%","6.86 GB/s","5.97 GB/s","3 req/s","0 req/s","1.21 s","0"
"2023-09-08 03:52:45","1694119965000","16.6%","59.0%","12.2 GB/s","10.4 GB/s","2.60 req/s","0 req/s","836 ms","0"
"2023-09-08 03:52:50","1694119970000","16.8%","54.0%","3.64 GB/s","3.47 GB/s","2.40 req/s","0 req/s","3.16 s","0"
"2023-09-08 03:52:55","1694119975000","15.8%","53.2%","2.61 GB/s","2.37 GB/s","4.20 req/s","2.60 req/s","3.48 s","1"
"2023-09-08 03:53:00","1694119980000","22.4%","55.0%","5.83 GB/s","5.79 GB/s","3.60 req/s","0.600 req/s","3.92 s","1"
"2023-09-08 03:53:05","1694119985000","28.4%","54.1%","9.43 GB/s","7.58 GB/s","2.80 req/s","0 req/s","2.68 s","0"
"2023-09-08 03:53:10","1694119990000","14.8%","54.5%","8.48 GB/s","7.22 GB/s","1.60 req/s","0 req/s","1.05 s","0"
"2023-09-08 03:53:15","1694119995000","17.0%","56.4%","6.11 GB/s","5.43 GB/s","2 req/s","0 req/s","780 ms","0"
"2023-09-08 03:53:20","1694120000000","17.2%","56.2%","5.33 GB/s","4.69 GB/s","3.40 req/s","0 req/s","1.93 s","0"
"2023-09-08 03:53:25","1694120005000","16.6%","53.4%","5.85 GB/s","5.14 GB/s","2 req/s","0 req/s","954 ms","0"
"2023-09-08 03:53:30","1694120010000","18.2%","55.0%","5.41 GB/s","4.76 GB/s","1.80 req/s","0 req/s","1.24 s","0"
"2023-09-08 03:53:35","1694120015000","26.0%","55.0%","8.09 GB/s","7.16 GB/s","2.80 req/s","0 req/s","2.47 s","0"
"2023-09-08 03:53:40","1694120020000","21.8%","54.0%","6.08 GB/s","5.30 GB/s","3.80 req/s","0 req/s","2.45 s","0"
"2023-09-08 03:53:45","1694120025000","24.0%","54.4%","11.7 GB/s","10.0 GB/s","2.60 req/s","0 req/s","1.88 s","0"
"2023-09-08 03:53:50","1694120030000","15.2%","56.4%","10.0 GB/s","8.62 GB/s","3.00 req/s","0 req/s","997 ms","0"
"2023-09-08 03:53:55","1694120035000","13.2%","53.5%","4.17 GB/s","3.65 GB/s","2.40 req/s","0 req/s","897 ms","0"
"2023-09-08 03:54:00","1694120040000","13.4%","53.2%","8.99 GB/s","7.73 GB/s","1.80 req/s","0 req/s","578 ms","0"
"2023-09-08 03:54:05","1694120045000","15.8%","52.9%","10.2 GB/s","8.83 GB/s","2.20 req/s","0 req/s","608 ms","0"
"2023-09-08 03:54:10","1694120050000","14.0%","53.4%","5.44 GB/s","4.68 GB/s","1.80 req/s","0 req/s","466 ms","0"
"2023-09-08 03:54:15","1694120055000","10.6%","53.5%","3.86 GB/s","3.39 GB/s","1.80 req/s","0 req/s","1.04 s","0"
"2023-09-08 03:54:20","1694120060000","26.2%","59.2%","15.4 GB/s","13.2 GB/s","3.40 req/s","0 req/s","1.52 s","0"
"2023-09-08 03:54:25","1694120065000","14.0%","56.4%","2.84 GB/s","2.60 GB/s","1.80 req/s","0 req/s","875 ms","0"
"2023-09-08 03:54:30","1694120070000","13.0%","53.7%","3.58 GB/s","3.13 GB/s","1.80 req/s","0 req/s","1.05 s","0"
"2023-09-08 03:54:35","1694120075000","15.8%","55.4%","5.07 GB/s","4.46 GB/s","2.60 req/s","0 req/s","829 ms","0"
"2023-09-08 03:54:40","1694120080000","17.6%","53.1%","4.99 GB/s","4.47 GB/s","2.20 req/s","0 req/s","1000 ms","0"
"2023-09-08 03:54:45","1694120085000","21.0%","51.0%","7.63 GB/s","6.69 GB/s","2.40 req/s","0 req/s","1.29 s","0"
"2023-09-08 03:54:50","1694120090000","30.6%","53.6%","11.7 GB/s","10.1 GB/s","4.20 req/s","0 req/s","2.12 s","0"
"2023-09-08 03:54:55","1694120095000","21.0%","55.2%","9.66 GB/s","8.44 GB/s","1.80 req/s","0 req/s","1.52 s","0"
"2023-09-08 03:55:00","1694120100000","25.0%","58.9%","9.38 GB/s","8.14 GB/s","4 req/s","0 req/s","1.48 s","0"
"2023-09-08 03:55:05","1694120105000","16.0%","52.9%","8.71 GB/s","7.51 GB/s","1 req/s","0 req/s","864 ms","0"
"2023-09-08 03:55:10","1694120110000","15.4%","55.3%","3.64 GB/s","3.45 GB/s","1.60 req/s","0 req/s","877 ms","0"
"2023-09-08 03:55:15","1694120115000","10.0%","53.5%","3.50 GB/s","2.82 GB/s","2 req/s","0 req/s","769 ms","0"
"2023-09-08 03:55:20","1694120120000","22.4%","53.4%","7.72 GB/s","6.78 GB/s","2.20 req/s","0 req/s","1.53 s","0"
"2023-09-08 03:55:25","1694120125000","11.2%","53.7%","5.49 GB/s","4.74 GB/s","2.80 req/s","0 req/s","618 ms","0"
"2023-09-08 03:55:30","1694120130000","17.0%","55.1%","6.14 GB/s","5.35 GB/s","2.20 req/s","0 req/s","718 ms","0"
"2023-09-08 03:55:35","1694120135000","19.4%","56.1%","8.33 GB/s","7.28 GB/s","2.20 req/s","0 req/s","1.12 s","0"
"2023-09-08 03:55:40","1694120140000","12.0%","53.5%","2.53 GB/s","2.96 GB/s","2.60 req/s","0 req/s","1.42 s","0"
"2023-09-08 03:55:45","1694120145000","16.4%","53.0%","4.08 GB/s","2.92 GB/s","3.80 req/s","2.20 req/s","2.75 s","1"
"2023-09-08 03:55:50","1694120150000","19.0%","53.7%","3.92 GB/s","3.59 GB/s","3 req/s","0 req/s","2.49 s","0"
"2023-09-08 03:55:55","1694120155000","15.6%","53.5%","3.82 GB/s","3.40 GB/s","2.40 req/s","0 req/s","1.18 s","0"
"2023-09-08 03:56:00","1694120160000","29.2%","61.1%","19.6 GB/s","16.9 GB/s","3.80 req/s","0 req/s","1.74 s","0"
"2023-09-08 03:56:05","1694120165000","23.8%","53.4%","6.06 GB/s","5.33 GB/s","2.80 req/s","0 req/s","2.00 s","0"
"2023-09-08 03:56:10","1694120170000","16.0%","58.1%","9.29 GB/s","8.21 GB/s","2.20 req/s","0 req/s","449 ms","0"
"2023-09-08 03:56:15","1694120175000","20.2%","53.1%","8.14 GB/s","6.76 GB/s","2.80 req/s","0 req/s","1.36 s","0"
"2023-09-08 03:56:20","1694120180000","9.20%","53.9%","4.06 GB/s","3.49 GB/s","1.40 req/s","0 req/s","580 ms","0"
"2023-09-08 03:56:25","1694120185000","3.40%","54.3%","1.62 GB/s","1.43 GB/s","1.40 req/s","0 req/s","462 ms","0"
"2023-09-08 03:56:30","1694120190000","11.0%","54.6%","4.09 GB/s","3.51 GB/s","2.20 req/s","0 req/s","1.18 s","0"
"2023-09-08 03:56:35","1694120195000","28.8%","56.0%","12.9 GB/s","11.2 GB/s","2.60 req/s","0 req/s","1.98 s","0"
"2023-09-08 03:56:40","1694120200000","14.2%","54.8%","7.78 GB/s","6.72 GB/s","2 req/s","0 req/s","786 ms","0"
"2023-09-08 03:56:45","1694120205000","19.8%","55.5%","9.09 GB/s","8.12 GB/s","2.60 req/s","0 req/s","1.24 s","0"
"2023-09-08 03:56:50","1694120210000","30.8%","53.4%","6.94 GB/s","6.11 GB/s","2.20 req/s","0.400 req/s","2.97 s","1"
"2023-09-08 03:56:55","1694120215000","23.0%","53.4%","5.76 GB/s","4.85 GB/s","4 req/s","1.40 req/s","3.61 s","1"
"2023-09-08 03:57:00","1694120220000","5.20%","53.7%","2.04 GB/s","1.82 GB/s","2.40 req/s","0 req/s","503 ms","0"
"2023-09-08 03:57:05","1694120225000","29.8%","59.1%","8.98 GB/s","8.06 GB/s","2.80 req/s","0 req/s","2.16 s","0"
"2023-09-08 03:57:10","1694120230000","19.6%","53.1%","3.91 GB/s","3.47 GB/s","2.60 req/s","0 req/s","1.33 s","0"
"2023-09-08 03:57:15","1694120235000","20.2%","55.3%","4.67 GB/s","4.17 GB/s","2 req/s","0 req/s","1.40 s","0"
"2023-09-08 03:57:20","1694120240000","27.6%","54.1%","7.15 GB/s","6.54 GB/s","3.40 req/s","1 req/s","2.90 s","1"
"2023-09-08 03:57:25","1694120245000","27.6%","53.6%","5.22 GB/s","4.75 GB/s","3.20 req/s","0 req/s","2.66 s","0"
"2023-09-08 03:57:30","1694120250000","12.2%","53.6%","3.10 GB/s","2.80 GB/s","1.80 req/s","0 req/s","774 ms","0"
"2023-09-08 03:57:35","1694120255000","16.6%","53.4%","8.38 GB/s","7.32 GB/s","2.80 req/s","0 req/s","888 ms","0"
"2023-09-08 03:57:40","1694120260000","25.4%","53.2%","6.52 GB/s","5.80 GB/s","1.40 req/s","0.600 req/s","2.01 s","1"
"2023-09-08 03:57:45","1694120265000","27.2%","51.2%","2.02 GB/s","1.76 GB/s","5.60 req/s","2.60 req/s","3.74 s","1"
"2023-09-08 03:57:50","1694120270000","17.6%","53.7%","8.40 GB/s","7.36 GB/s","2.20 req/s","0 req/s","964 ms","0"
"2023-09-08 03:57:55","1694120275000","21.8%","53.4%","3.59 GB/s","3.24 GB/s","2.20 req/s","0 req/s","1.59 s","0"
"2023-09-08 03:58:00","1694120280000","11.2%","54.0%","5.87 GB/s","5.07 GB/s","2 req/s","0 req/s","505 ms","0"
"2023-09-08 03:58:05","1694120285000","6.80%","53.9%","4.93 GB/s","4.42 GB/s","1.40 req/s","0 req/s","468 ms","0"
"2023-09-08 03:58:10","1694120290000","33.0%","53.5%","11.6 GB/s","9.91 GB/s","3.80 req/s","0 req/s","1.24 s","0"
"2023-09-08 03:58:15","1694120295000","14.8%","53.8%","4.88 GB/s","4.24 GB/s","2.60 req/s","0 req/s","1.01 s","0"
"2023-09-08 03:58:20","1694120300000","14.0%","53.8%","2.82 GB/s","2.61 GB/s","1.40 req/s","0 req/s","903 ms","0"
"2023-09-08 03:58:25","1694120305000","22.4%","58.4%","10.6 GB/s","9.10 GB/s","3.20 req/s","0 req/s","1.29 s","0"
"2023-09-08 03:58:30","1694120310000","9.20%","54.4%","6.44 GB/s","5.59 GB/s","2.40 req/s","0 req/s","569 ms","0"
"2023-09-08 03:58:35","1694120315000","14.0%","53.5%","5.61 GB/s","4.90 GB/s","2.20 req/s","0 req/s","571 ms","0"
"2023-09-08 03:58:40","1694120320000","14.2%","53.2%","8.78 GB/s","7.63 GB/s","1.60 req/s","0 req/s","946 ms","0"
"2023-09-08 03:58:45","1694120325000","19.4%","53.5%","6.88 GB/s","6.09 GB/s","1.60 req/s","0 req/s","1.42 s","0"
"2023-09-08 03:58:50","1694120330000","30.8%","55.7%","6.49 GB/s","5.72 GB/s","3.20 req/s","0 req/s","1.90 s","0"
"2023-09-08 03:58:55","1694120335000","27.4%","59.6%","11.2 GB/s","9.61 GB/s","3.20 req/s","0 req/s","1.73 s","0"
"2023-09-08 03:59:00","1694120340000","7.40%","56.6%","5.99 GB/s","5.15 GB/s","1.40 req/s","0 req/s","513 ms","0"
"2023-09-08 03:59:05","1694120345000","16.0%","53.5%","1.54 GB/s","1.53 GB/s","1.40 req/s","0 req/s","1.63 s","0"
"2023-09-08 03:59:10","1694120350000","25.8%","50.3%","4.32 GB/s","3.95 GB/s","2.40 req/s","0 req/s","2.98 s","0"
"2023-09-08 03:59:15","1694120355000","26.8%","54.1%","7.46 GB/s","6.60 GB/s","4.20 req/s","0 req/s","3.20 s","0"
"2023-09-08 03:59:20","1694120360000","21.2%","53.4%","5.00 GB/s","4.58 GB/s","3.20 req/s","0 req/s","1.79 s","0"
"2023-09-08 03:59:25","1694120365000","11.2%","53.5%","4.69 GB/s","3.91 GB/s","1.20 req/s","0 req/s","590 ms","0"
"2023-09-08 03:59:30","1694120370000","9.80%","54.2%","4.52 GB/s","3.97 GB/s","1.40 req/s","0 req/s","566 ms","0"
"2023-09-08 03:59:35","1694120375000","8.40%","54.6%","2.09 GB/s","1.86 GB/s","1.80 req/s","0 req/s","530 ms","0"
"2023-09-08 03:59:40","1694120380000","3.60%","54.3%","1.96 GB/s","1.73 GB/s","1.80 req/s","0 req/s","560 ms","0"
"2023-09-08 03:59:45","1694120385000","23.0%","53.5%","4.36 GB/s","4.02 GB/s","2.80 req/s","0 req/s","1.89 s","0"
"2023-09-08 03:59:50","1694120390000","14.0%","53.8%","7.64 GB/s","6.55 GB/s","2.20 req/s","0 req/s","528 ms","0"
"2023-09-08 03:59:55","1694120395000","11.8%","54.4%","9.89 GB/s","8.44 GB/s","2 req/s","0 req/s","661 ms","0"
"2023-09-08 04:00:00","1694120400000","25.8%","54.2%","5.13 GB/s","4.60 GB/s","3 req/s","0 req/s","1.73 s","0"
"2023-09-08 04:00:05","1694120405000","25.0%","56.6%","7.60 GB/s","6.71 GB/s","0.800 req/s","0 req/s","1.82 s","0"
"2023-09-08 04:00:10","1694120410000","21.0%","53.6%","4.63 GB/s","4.03 GB/s","2.80 req/s","0 req/s","2.89 s","0"
"2023-09-08 04:00:15","1694120415000","26.4%","56.3%","8.59 GB/s","7.54 GB/s","3.60 req/s","0 req/s","2.59 s","0"
"2023-09-08 04:00:20","1694120420000","13.0%","53.7%","5.41 GB/s","4.62 GB/s","2 req/s","0 req/s","858 ms","0"
"2023-09-08 04:00:25","1694120425000","13.2%","54.1%","7.04 GB/s","6.13 GB/s","2 req/s","0 req/s","693 ms","0"
"2023-09-08 04:00:30","1694120430000","14.4%","53.5%","5.35 GB/s","4.69 GB/s","2.80 req/s","0 req/s","1.10 s","0"
"2023-09-08 04:00:35","1694120435000","15.6%","53.5%","7.10 GB/s","6.23 GB/s","1.80 req/s","0 req/s","2.03 s","0"
"2023-09-08 04:00:40","1694120440000","10.8%","55.6%","8.92 GB/s","7.60 GB/s","1.80 req/s","0 req/s","434 ms","0"
"2023-09-08 04:00:45","1694120445000","15.8%","55.5%","8.88 GB/s","7.69 GB/s","2.20 req/s","0 req/s","790 ms","0"
"2023-09-08 04:00:50","1694120450000","17.8%","57.3%","8.36 GB/s","7.41 GB/s","2.80 req/s","0 req/s","2.76 s","0"
"2023-09-08 04:00:55","1694120455000","14.0%","55.4%","2.31 GB/s","2.16 GB/s","2.80 req/s","0 req/s","2.99 s","0"
"2023-09-08 04:01:00","1694120460000","10.6%","50.8%","3.66 GB/s","3.78 GB/s","4.20 req/s","2.20 req/s","3.27 s","1"
"2023-09-08 04:01:05","1694120465000","20.4%","51.1%","4.37 GB/s","3.97 GB/s","1.80 req/s","0 req/s","2.87 s","0"
"2023-09-08 04:01:10","1694120470000","18.6%","51.0%","4.10 GB/s","3.58 GB/s","3 req/s","0 req/s","2.17 s","0"
"2023-09-08 04:01:15","1694120475000","15.0%","57.7%","6.94 GB/s","5.98 GB/s","1.40 req/s","0 req/s","889 ms","0"
"2023-09-08 04:01:20","1694120480000","20.4%","55.8%","12.9 GB/s","11.4 GB/s","3.20 req/s","0 req/s","1.24 s","0"
"2023-09-08 04:01:25","1694120485000","12.0%","57.5%","6.31 GB/s","5.60 GB/s","1.60 req/s","0 req/s","1.02 s","0"
"2023-09-08 04:01:30","1694120490000","19.4%","53.8%","9.55 GB/s","8.41 GB/s","2.80 req/s","0 req/s","2.17 s","0"
"2023-09-08 04:01:35","1694120495000","6.60%","54.2%","4.11 GB/s","3.60 GB/s","1.40 req/s","0 req/s","1.82 s","0"
"2023-09-08 04:01:40","1694120500000","15.6%","54.4%","6.02 GB/s","6.25 GB/s","2.20 req/s","0.200 req/s","4.32 s","1"
"2023-09-08 04:01:45","1694120505000","18.6%","55.8%","11.1 GB/s","10.4 GB/s","3.40 req/s","0.200 req/s","4.85 s","1"
"2023-09-08 04:01:50","1694120510000","10.0%","54.6%","3.98 GB/s","3.46 GB/s","2.80 req/s","0 req/s","5.11 s","0"
"2023-09-08 04:01:55","1694120515000","13.6%","53.3%","5.04 GB/s","4.59 GB/s","4 req/s","0 req/s","3.10 s","0"
"2023-09-08 04:02:00","1694120520000","11.4%","53.8%","9.88 GB/s","8.43 GB/s","1.60 req/s","0 req/s","1.20 s","0"
"2023-09-08 04:02:05","1694120525000","13.4%","54.3%","7.92 GB/s","7.00 GB/s","3.20 req/s","0.800 req/s","3.11 s","1"
"2023-09-08 04:02:10","1694120530000","12.6%","53.4%","3.51 GB/s","3.47 GB/s","2.60 req/s","0 req/s","4.31 s","0"
"2023-09-08 04:02:15","1694120535000","23.8%","53.9%","13.2 GB/s","11.2 GB/s","3.60 req/s","0 req/s","3.23 s","0"
"2023-09-08 04:02:20","1694120540000","9.00%","53.8%","6.73 GB/s","6.49 GB/s","3.00 req/s","0 req/s","1.66 s","0"
"2023-09-08 04:02:25","1694120545000","16.4%","53.7%","11.7 GB/s","9.54 GB/s","3.60 req/s","0 req/s","2.36 s","0"
"2023-09-08 04:02:30","1694120550000","13.6%","53.1%","8.21 GB/s","7.11 GB/s","3.20 req/s","0 req/s","1.59 s","0"
"2023-09-08 04:02:35","1694120555000","14.8%","54.3%","8.81 GB/s","7.76 GB/s","1.80 req/s","0 req/s","1.45 s","0"
"2023-09-08 04:02:40","1694120560000","5.80%","54.9%","5.34 GB/s","5.39 GB/s","3.40 req/s","1.20 req/s","2.88 s","1"
"2023-09-08 04:02:45","1694120565000","12.4%","54.3%","6.68 GB/s","6.52 GB/s","3.80 req/s","0 req/s","3.45 s","0"
"2023-09-08 04:02:50","1694120570000","14.4%","53.8%","6.99 GB/s","6.25 GB/s","3.20 req/s","0 req/s","2.85 s","0"
"2023-09-08 04:02:55","1694120575000","20.6%","53.1%","15.6 GB/s","13.3 GB/s","3.60 req/s","0 req/s","1.65 s","0"
"2023-09-08 04:03:00","1694120580000","12.2%","55.3%","6.59 GB/s","5.71 GB/s","2.40 req/s","0 req/s","1.26 s","0"
"2023-09-08 04:03:05","1694120585000","5.40%","53.7%","3.98 GB/s","3.44 GB/s","2.40 req/s","0 req/s","615 ms","0"
"2023-09-08 04:03:10","1694120590000","19.2%","53.8%","8.33 GB/s","7.34 GB/s","2.20 req/s","0 req/s","2.06 s","0"
"2023-09-08 04:03:15","1694120595000","11.4%","56.0%","4.92 GB/s","4.26 GB/s","1.60 req/s","0 req/s","598 ms","0"
"2023-09-08 04:03:20","1694120600000","15.4%","53.3%","6.23 GB/s","5.43 GB/s","2.20 req/s","0 req/s","827 ms","0"
"2023-09-08 04:03:25","1694120605000","13.6%","53.5%","8.55 GB/s","7.43 GB/s","2.80 req/s","0 req/s","977 ms","0"
"2023-09-08 04:03:30","1694120610000","17.4%","54.6%","10.6 GB/s","9.25 GB/s","2.60 req/s","0 req/s","1.33 s","0"
"2023-09-08 04:03:35","1694120615000","17.6%","55.8%","7.96 GB/s","7.04 GB/s","2.60 req/s","0 req/s","2.39 s","0"
"2023-09-08 04:03:40","1694120620000","16.4%","60.1%","13.3 GB/s","11.5 GB/s","3.40 req/s","0 req/s","2.36 s","0"
"2023-09-08 04:03:45","1694120625000","13.8%","53.7%","7.14 GB/s","6.85 GB/s","3 req/s","0 req/s","1.57 s","0"
"2023-09-08 04:03:50","1694120630000","15.2%","51.6%","10.2 GB/s","8.36 GB/s","3.80 req/s","0 req/s","2.94 s","0"
"2023-09-08 04:03:55","1694120635000","16.6%","55.8%","6.81 GB/s","6.00 GB/s","3.20 req/s","0 req/s","1.57 s","0"
"2023-09-08 04:04:00","1694120640000","8.80%","51.1%","2.98 GB/s","2.57 GB/s","1.80 req/s","0 req/s","1.03 s","0"
"2023-09-08 04:04:05","1694120645000","16.2%","54.0%","7.01 GB/s","6.09 GB/s","2.60 req/s","0 req/s","806 ms","0"
"2023-09-08 04:04:10","1694120650000","20.0%","53.2%","9.72 GB/s","8.45 GB/s","2.20 req/s","0 req/s","1.23 s","0"
"2023-09-08 04:04:15","1694120655000","16.8%","54.1%","7.24 GB/s","6.31 GB/s","2.40 req/s","0 req/s","1.30 s","0"
"2023-09-08 04:04:20","1694120660000","9.60%","53.3%","3.84 GB/s","3.45 GB/s","2.80 req/s","0 req/s","1.36 s","0"
"2023-09-08 04:04:25","1694120665000","11.8%","53.4%","5.28 GB/s","4.93 GB/s","3 req/s","0 req/s","761 ms","0"
"2023-09-08 04:04:30","1694120670000","15.8%","54.6%","11.5 GB/s","9.66 GB/s","1.80 req/s","0 req/s","826 ms","0"
"2023-09-08 04:04:35","1694120675000","19.4%","55.7%","11.2 GB/s","9.70 GB/s","2.80 req/s","0 req/s","1.11 s","0"
"2023-09-08 04:04:40","1694120680000","9.20%","55.8%","6.26 GB/s","5.48 GB/s","3.80 req/s","0 req/s","1.27 s","0"
"2023-09-08 04:04:45","1694120685000","16.6%","54.1%","9.99 GB/s","8.61 GB/s","1.20 req/s","0 req/s","1.18 s","0"
"2023-09-08 04:04:50","1694120690000","8.40%","55.0%","5.95 GB/s","5.13 GB/s","1.40 req/s","0 req/s","481 ms","0"
"2023-09-08 04:04:55","1694120695000","3.20%","53.8%","2.18 GB/s","1.88 GB/s","1.60 req/s","0 req/s","292 ms","0"
"2023-09-08 04:05:00","1694120700000","10.0%","53.4%","2.78 GB/s","2.51 GB/s","2.80 req/s","0 req/s","638 ms","0"
"2023-09-08 04:05:05","1694120705000","9.60%","53.8%","5.55 GB/s","4.79 GB/s","1.20 req/s","0 req/s","732 ms","0"
"2023-09-08 04:05:10","1694120710000","25.8%","54.7%","7.49 GB/s","6.88 GB/s","2.60 req/s","0 req/s","2.37 s","0"
"2023-09-08 04:05:15","1694120715000","14.4%","53.3%","8.55 GB/s","7.07 GB/s","1.80 req/s","0 req/s","744 ms","0"
"2023-09-08 04:05:20","1694120720000","14.0%","55.8%","4.61 GB/s","4.15 GB/s","1.80 req/s","0 req/s","1.48 s","0"
"2023-09-08 04:05:25","1694120725000","11.8%","53.5%","3.98 GB/s","3.48 GB/s","2.20 req/s","0 req/s","495 ms","0"
"2023-09-08 04:05:30","1694120730000","10.00%","53.9%","5.69 GB/s","5.11 GB/s","2.20 req/s","0 req/s","520 ms","0"
"2023-09-08 04:05:35","1694120735000","13.8%","53.3%","11.0 GB/s","9.41 GB/s","2.20 req/s","0 req/s","899 ms","0"
"2023-09-08 04:05:40","1694120740000","14.2%","53.5%","5.78 GB/s","5.22 GB/s","2.80 req/s","0 req/s","1.93 s","0"
"2023-09-08 04:05:45","1694120745000","16.6%","56.5%","11.4 GB/s","9.92 GB/s","3 req/s","0 req/s","1.65 s","0"
"2023-09-08 04:05:50","1694120750000","8.60%","57.6%","4.07 GB/s","3.60 GB/s","2 req/s","0 req/s","890 ms","0"
"2023-09-08 04:05:55","1694120755000","17.2%","53.3%","4.64 GB/s","4.17 GB/s","2.20 req/s","0 req/s","1.08 s","0"
"2023-09-08 04:06:00","1694120760000","11.0%","54.9%","4.45 GB/s","3.93 GB/s","2.60 req/s","0 req/s","650 ms","0"
"2023-09-08 04:06:05","1694120765000","4.40%","53.3%","2.12 GB/s","1.89 GB/s","1.80 req/s","0 req/s","1.21 s","0"
"2023-09-08 04:06:10","1694120770000","21.4%","55.8%","11.3 GB/s","9.93 GB/s","3 req/s","0 req/s","2.13 s","0"
"2023-09-08 04:06:15","1694120775000","12.6%","53.4%","1.94 GB/s","1.77 GB/s","1.80 req/s","0 req/s","812 ms","0"
"2023-09-08 04:06:20","1694120780000","11.8%","53.0%","2.36 GB/s","2.17 GB/s","2.60 req/s","0 req/s","1.54 s","0"
"2023-09-08 04:06:25","1694120785000","16.4%","54.2%","8.69 GB/s","7.84 GB/s","2.40 req/s","0 req/s","1.39 s","0"
"2023-09-08 04:06:30","1694120790000","15.0%","54.8%","4.20 GB/s","3.93 GB/s","2.80 req/s","0 req/s","1.45 s","0"
"2023-09-08 04:06:35","1694120795000","10.8%","53.2%","9.43 GB/s","8.04 GB/s","2 req/s","0 req/s","655 ms","0"
"2023-09-08 04:06:40","1694120800000","19.6%","58.3%","11.8 GB/s","10.2 GB/s","2.80 req/s","0 req/s","1.11 s","0"
"2023-09-08 04:06:45","1694120805000","9.00%","54.3%","3.39 GB/s","3.16 GB/s","2.20 req/s","0 req/s","1.57 s","0"
"2023-09-08 04:06:50","1694120810000","16.4%","55.6%","12.2 GB/s","10.5 GB/s","3.40 req/s","0 req/s","2.28 s","0"
"2023-09-08 04:06:55","1694120815000","7.40%","53.5%","1.59 GB/s","1.43 GB/s","1.40 req/s","0 req/s","880 ms","0"
"2023-09-08 04:07:00","1694120820000","6.80%","53.2%","1.74 GB/s","1.53 GB/s","0.800 req/s","0 req/s","441 ms","0"
"2023-09-08 04:07:05","1694120825000","10.6%","54.1%","4.75 GB/s","4.28 GB/s","1.60 req/s","0 req/s","1.04 s","0"
"2023-09-08 04:07:10","1694120830000","22.8%","53.2%","11.6 GB/s","10.1 GB/s","3.60 req/s","0 req/s","2.26 s","0"
"2023-09-08 04:07:15","1694120835000","11.2%","53.9%","6.68 GB/s","5.72 GB/s","3.00 req/s","0 req/s","1.14 s","0"
"2023-09-08 04:07:20","1694120840000","11.8%","53.7%","5.68 GB/s","5.11 GB/s","3.60 req/s","0 req/s","2.10 s","0"
"2023-09-08 04:07:25","1694120845000","17.4%","54.0%","9.97 GB/s","9.26 GB/s","2.80 req/s","0 req/s","696 ms","0"
"2023-09-08 04:07:30","1694120850000","11.2%","52.9%","5.68 GB/s","4.26 GB/s","1.60 req/s","0 req/s","644 ms","0"
"2023-09-08 04:07:35","1694120855000","10.4%","55.0%","5.18 GB/s","4.67 GB/s","2.60 req/s","0 req/s","2.40 s","0"
"2023-09-08 04:07:40","1694120860000","17.6%","55.6%","9.06 GB/s","7.89 GB/s","3.80 req/s","0 req/s","2.73 s","0"
"2023-09-08 04:07:45","1694120865000","12.6%","50.0%","2.53 GB/s","2.33 GB/s","2.20 req/s","0 req/s","1.20 s","0"
"2023-09-08 04:07:50","1694120870000","12.4%","54.7%","4.71 GB/s","4.18 GB/s","2.40 req/s","0 req/s","1.18 s","0"
"2023-09-08 04:07:55","1694120875000","16.0%","53.1%","7.44 GB/s","6.43 GB/s","3.20 req/s","0 req/s","1.02 s","0"
"2023-09-08 04:08:00","1694120880000","12.8%","54.2%","10.8 GB/s","9.37 GB/s","1.80 req/s","0 req/s","388 ms","0"
"2023-09-08 04:08:05","1694120885000","13.0%","55.4%","4.83 GB/s","4.29 GB/s","2.20 req/s","0 req/s","1.09 s","0"
"2023-09-08 04:08:10","1694120890000","19.0%","55.9%","8.19 GB/s","7.22 GB/s","3.20 req/s","0 req/s","1.82 s","0"
