"Time","Timestamp","cpu_usage","memory_usage","bandwidth_inbound","bandwidth_outbound","tps","tps_error","response_time","Status"
"2023-09-08 06:40:25","1694130025000","10.8%","53.1%","6.48 GB/s","5.58 GB/s","2.60 req/s","0 req/s","890 ms","0"
"2023-09-08 06:40:30","1694130030000","19.0%","54.0%","11.2 GB/s","9.67 GB/s","3.40 req/s","0 req/s","1.30 s","0"
"2023-09-08 06:40:35","1694130035000","7.60%","50.7%","4.23 GB/s","3.59 GB/s","3.00 req/s","0 req/s","677 ms","0"
"2023-09-08 06:40:40","1694130040000","15.0%","53.1%","5.92 GB/s","5.38 GB/s","2.40 req/s","0 req/s","2.45 s","0"
"2023-09-08 06:40:45","1694130045000","15.6%","53.1%","7.07 GB/s","6.07 GB/s","3.20 req/s","0 req/s","1.35 s","0"
"2023-09-08 06:40:50","1694130050000","6.80%","53.4%","2.43 GB/s","2.19 GB/s","1 req/s","0 req/s","1.21 s","0"
"2023-09-08 06:40:55","1694130055000","7.40%","53.4%","2.63 GB/s","2.54 GB/s","3.60 req/s","0.800 req/s","2.85 s","1"
"2023-09-08 06:41:00","1694130060000","15.6%","54.0%","6.83 GB/s","5.91 GB/s","2.60 req/s","0 req/s","2.51 s","0"
"2023-09-08 06:41:05","1694130065000","12.2%","56.2%","5.11 GB/s","4.61 GB/s","1 req/s","0 req/s","2.81 s","0"
"2023-09-08 06:41:10","1694130070000","10.4%","53.7%","4.60 GB/s","4.01 GB/s","4.60 req/s","1.60 req/s","3.64 s","1"
"2023-09-08 06:41:15","1694130075000","21.8%","53.3%","14.3 GB/s","13.6 GB/s","3.80 req/s","0 req/s","2.14 s","0"
"2023-09-08 06:41:20","1694130080000","11.2%","53.6%","6.14 GB/s","5.33 GB/s","2.40 req/s","0 req/s","690 ms","0"
"2023-09-08 06:41:25","1694130085000","17.8%","53.8%","15.0 GB/s","12.9 GB/s","3.60 req/s","0 req/s","1.30 s","0"
"2023-09-08 06:41:30","1694130090000","12.0%","53.5%","6.28 GB/s","5.59 GB/s","2.60 req/s","0 req/s","1.99 s","0"
"2023-09-08 06:41:35","1694130095000","14.2%","53.9%","8.11 GB/s","7.15 GB/s","1.60 req/s","0 req/s","2.33 s","0"
"2023-09-08 06:41:40","1694130100000","14.2%","53.4%","2.92 GB/s","2.84 GB/s","3.80 req/s","0.800 req/s","4.92 s","1"
"2023-09-08 06:41:45","1694130105000","15.8%","54.4%","8.99 GB/s","7.88 GB/s","3.60 req/s","0 req/s","2.03 s","0"
"2023-09-08 06:41:50","1694130110000","19.6%","55.9%","8.36 GB/s","7.15 GB/s","2.80 req/s","0 req/s","1.29 s","0"
"2023-09-08 06:41:55","1694130115000","14.2%","53.1%","4.61 GB/s","4.07 GB/s","2.40 req/s","0 req/s","1.71 s","0"
"2023-09-08 06:42:00","1694130120000","19.0%","56.8%","14.4 GB/s","12.4 GB/s","2.60 req/s","0 req/s","1.21 s","0"
"2023-09-08 06:42:05","1694130125000","16.4%","55.5%","4.13 GB/s","3.62 GB/s","1.80 req/s","0 req/s","1.22 s","0"
"2023-09-08 06:42:10","1694130130000","16.6%","55.1%","5.37 GB/s","5.34 GB/s","3.60 req/s","0 req/s","2.07 s","0"
"2023-09-08 06:42:15","1694130135000","26.4%","53.3%","14.7 GB/s","12.1 GB/s","2.40 req/s","0 req/s","1.87 s","0"
"2023-09-08 06:42:20","1694130140000","14.2%","53.1%","4.66 GB/s","4.04 GB/s","2.40 req/s","0 req/s","1.43 s","0"
"2023-09-08 06:42:25","1694130145000","13.8%","53.8%","10.1 GB/s","8.82 GB/s","2 req/s","0 req/s","1.81 s","0"
"2023-09-08 06:42:30","1694130150000","13.4%","55.3%","4.21 GB/s","3.58 GB/s","1.20 req/s","0 req/s","3.21 s","0"
"2023-09-08 06:42:35","1694130155000","4.40%","55.3%","263 MB/s","358 MB/s","3.20 req/s","2.80 req/s","2.78 s","1"
"2023-09-08 06:42:40","1694130160000","5.00%","53.7%","1.24 GB/s","1.29 GB/s","3.60 req/s","2.80 req/s","3.05 s","1"
"2023-09-08 06:42:45","1694130165000","3.20%","50.8%","1.20 GB/s","1.31 GB/s","2.80 req/s","1.40 req/s","3.59 s","1"
"2023-09-08 06:42:50","1694130170000","4.20%","51.0%","1.34 GB/s","1.20 GB/s","2.40 req/s","2 req/s","2.75 s","1"
"2023-09-08 06:42:55","1694130175000","4.80%","50.5%","400 MB/s","590 MB/s","1.60 req/s","1 req/s","2.64 s","1"
"2023-09-08 06:43:00","1694130180000","5.00%","50.4%","432 MB/s","416 MB/s","3.20 req/s","2.60 req/s","3.58 s","1"
"2023-09-08 06:43:05","1694130185000","2.60%","50.7%","783 MB/s","648 MB/s","2.20 req/s","1.60 req/s","4.17 s","1"
"2023-09-08 06:43:10","1694130190000","11.6%","55.1%","4.06 GB/s","3.62 GB/s","2.40 req/s","0.200 req/s","3.34 s","1"
"2023-09-08 06:43:15","1694130195000","12.6%","54.3%","5.00 GB/s","4.32 GB/s","2 req/s","0 req/s","1.27 s","0"
"2023-09-08 06:43:20","1694130200000","21.0%","54.8%","14.9 GB/s","12.8 GB/s","3.00 req/s","0 req/s","949 ms","0"
"2023-09-08 06:43:25","1694130205000","9.20%","53.2%","2.35 GB/s","2.07 GB/s","1.60 req/s","0 req/s","888 ms","0"
"2023-09-08 06:43:30","1694130210000","10.0%","53.5%","3.77 GB/s","3.35 GB/s","2 req/s","0 req/s","1.16 s","0"
"2023-09-08 06:43:35","1694130215000","18.2%","59.2%","15.4 GB/s","13.2 GB/s","2.40 req/s","0 req/s","799 ms","0"
"2023-09-08 06:43:40","1694130220000","9.20%","56.5%","8.15 GB/s","6.95 GB/s","2.80 req/s","0 req/s","498 ms","0"
"2023-09-08 06:43:45","1694130225000","12.8%","53.5%","4.94 GB/s","4.36 GB/s","1.20 req/s","0 req/s","1.16 s","0"
"2023-09-08 06:43:50","1694130230000","9.80%","53.4%","2.48 GB/s","2.26 GB/s","1.80 req/s","0 req/s","1.18 s","0"
"2023-09-08 06:43:55","1694130235000","17.8%","53.5%","7.13 GB/s","6.32 GB/s","2.20 req/s","0 req/s","2.29 s","0"
"2023-09-08 06:44:00","1694130240000","15.0%","53.4%","2.63 GB/s","2.37 GB/s","2.40 req/s","0 req/s","2.07 s","0"
"2023-09-08 06:44:05","1694130245000","11.8%","53.4%","3.64 GB/s","3.50 GB/s","3.60 req/s","0.800 req/s","3.05 s","1"
"2023-09-08 06:44:10","1694130250000","31.6%","55.1%","6.54 GB/s","5.78 GB/s","2.80 req/s","0 req/s","3.68 s","0"
"2023-09-08 06:44:15","1694130255000","5.60%","53.6%","1.81 GB/s","1.57 GB/s","0.800 req/s","0 req/s","340 ms","0"
"2023-09-08 06:44:20","1694130260000","16.6%","53.1%","3.39 GB/s","3.10 GB/s","1.80 req/s","0 req/s","1.73 s","0"
"2023-09-08 06:44:25","1694130265000","14.0%","53.2%","4.10 GB/s","3.58 GB/s","2.80 req/s","0 req/s","969 ms","0"
"2023-09-08 06:44:30","1694130270000","7.80%","50.7%","2.06 GB/s","2.30 GB/s","2.20 req/s","0 req/s","1.64 s","0"
"2023-09-08 06:44:35","1694130275000","27.4%","54.5%","15.6 GB/s","13.8 GB/s","2.60 req/s","0 req/s","2.20 s","0"
"2023-09-08 06:44:40","1694130280000","26.8%","59.5%","11.8 GB/s","9.67 GB/s","3.40 req/s","0 req/s","3.52 s","0"
"2023-09-08 06:44:45","1694130285000","22.0%","53.5%","6.90 GB/s","5.98 GB/s","3.80 req/s","0 req/s","2.22 s","0"
"2023-09-08 06:44:50","1694130290000","11.6%","53.3%","3.24 GB/s","2.79 GB/s","1.40 req/s","0 req/s","820 ms","0"
"2023-09-08 06:44:55","1694130295000","25.2%","53.1%","8.71 GB/s","7.69 GB/s","3.20 req/s","0 req/s","1.76 s","0"
"2023-09-08 06:45:00","1694130300000","4.20%","53.5%","1.69 GB/s","1.42 GB/s","0.800 req/s","0 req/s","123 ms","0"
"2023-09-08 06:45:05","1694130305000","23.6%","55.0%","13.8 GB/s","12.0 GB/s","2.60 req/s","0 req/s","1.02 s","0"
"2023-09-08 06:45:10","1694130310000","15.0%","53.9%","5.35 GB/s","4.69 GB/s","1.80 req/s","0 req/s","882 ms","0"
"2023-09-08 06:45:15","1694130315000","24.2%","53.4%","2.87 GB/s","2.70 GB/s","3.40 req/s","1.60 req/s","3.01 s","1"
"2023-09-08 06:45:20","1694130320000","17.4%","55.5%","6.76 GB/s","5.99 GB/s","4.20 req/s","0.800 req/s","3.45 s","1"
"2023-09-08 06:45:25","1694130325000","24.2%","54.8%","5.09 GB/s","5.00 GB/s","2.40 req/s","0 req/s","1.92 s","0"
"2023-09-08 06:45:30","1694130330000","29.4%","55.1%","10.3 GB/s","8.67 GB/s","2.60 req/s","0 req/s","2.44 s","0"
"2023-09-08 06:45:35","1694130335000","20.0%","53.8%","9.77 GB/s","8.40 GB/s","3 req/s","0 req/s","1.32 s","0"
"2023-09-08 06:45:40","1694130340000","13.0%","54.1%","4.68 GB/s","4.09 GB/s","3 req/s","0 req/s","949 ms","0"
"2023-09-08 06:45:45","1694130345000","18.4%","55.2%","8.46 GB/s","7.28 GB/s","1.80 req/s","0 req/s","600 ms","0"
"2023-09-08 06:45:50","1694130350000","13.0%","51.0%","2.27 GB/s","2.09 GB/s","1.80 req/s","0 req/s","1.33 s","0"
"2023-09-08 06:45:55","1694130355000","24.2%","56.1%","14.4 GB/s","12.5 GB/s","3.40 req/s","0 req/s","2.41 s","0"
"2023-09-08 06:46:00","1694130360000","22.8%","55.2%","10.6 GB/s","9.07 GB/s","3.20 req/s","0 req/s","1.51 s","0"
"2023-09-08 06:46:05","1694130365000","20.4%","53.2%","5.05 GB/s","4.50 GB/s","1.80 req/s","0 req/s","1.60 s","0"
"2023-09-08 06:46:10","1694130370000","21.6%","53.0%","6.00 GB/s","5.36 GB/s","3.20 req/s","0 req/s","1.48 s","0"
"2023-09-08 06:46:15","1694130375000","20.2%","54.4%","8.63 GB/s","7.41 GB/s","2.20 req/s","0 req/s","763 ms","0"
"2023-09-08 06:46:20","1694130380000","18.6%","53.8%","6.30 GB/s","6.17 GB/s","1.80 req/s","0 req/s","1.46 s","0"
"2023-09-08 06:46:25","1694130385000","13.2%","54.6%","7.98 GB/s","6.20 GB/s","1.60 req/s","0 req/s","686 ms","0"
"2023-09-08 06:46:30","1694130390000","7.60%","53.4%","2.68 GB/s","2.34 GB/s","2.20 req/s","0 req/s","473 ms","0"
"2023-09-08 06:46:35","1694130395000","15.8%","53.5%","5.10 GB/s","4.48 GB/s","1.60 req/s","0 req/s","898 ms","0"
"2023-09-08 06:46:40","1694130400000","13.6%","53.1%","2.81 GB/s","2.59 GB/s","3 req/s","0 req/s","1.92 s","0"
"2023-09-08 06:46:45","1694130405000","14.2%","53.5%","7.55 GB/s","6.52 GB/s","2.60 req/s","0 req/s","1.41 s","0"
"2023-09-08 06:46:50","1694130410000","17.4%","54.5%","8.16 GB/s","7.21 GB/s","2.60 req/s","0 req/s","2.22 s","0"
"2023-09-08 06:46:55","1694130415000","21.6%","53.9%","9.05 GB/s","7.84 GB/s","3 req/s","0 req/s","2.23 s","0"
"2023-09-08 06:47:00","1694130420000","4.60%","54.1%","1.78 GB/s","1.73 GB/s","2 req/s","0 req/s","1.26 s","0"
"2023-09-08 06:47:05","1694130425000","15.6%","55.3%","8.29 GB/s","7.02 GB/s","1.80 req/s","0 req/s","917 ms","0"
"2023-09-08 06:47:10","1694130430000","17.2%","50.5%","2.98 GB/s","2.76 GB/s","2.20 req/s","0 req/s","1.87 s","0"
"2023-09-08 06:47:15","1694130435000","20.0%","53.2%","9.20 GB/s","7.99 GB/s","2.60 req/s","0 req/s","950 ms","0"
"2023-09-08 06:47:20","1694130440000","20.8%","58.5%","10.0 GB/s","8.74 GB/s","2.40 req/s","0 req/s","1.42 s","0"
"2023-09-08 06:47:25","1694130445000","18.6%","52.0%","4.21 GB/s","3.93 GB/s","3.20 req/s","0 req/s","3.32 s","0"
"2023-09-08 06:47:30","1694130450000","30.6%","53.9%","15.6 GB/s","14.0 GB/s","3 req/s","0 req/s","1.70 s","0"
"2023-09-08 06:47:35","1694130455000","7.40%","53.7%","2.60 GB/s","2.27 GB/s","1.40 req/s","0 req/s","610 ms","0"
"2023-09-08 06:47:40","1694130460000","10.4%","53.9%","7.45 GB/s","6.41 GB/s","1.40 req/s","0 req/s","674 ms","0"
"2023-09-08 06:47:45","1694130465000","19.2%","51.3%","7.87 GB/s","6.90 GB/s","3 req/s","0 req/s","1.54 s","0"
"2023-09-08 06:47:50","1694130470000","10.4%","54.7%","9.48 GB/s","8.21 GB/s","2 req/s","0 req/s","426 ms","0"
"2023-09-08 06:47:55","1694130475000","13.8%","53.3%","5.62 GB/s","4.98 GB/s","2.80 req/s","0 req/s","1.56 s","0"
"2023-09-08 06:48:00","1694130480000","19.2%","55.1%","7.46 GB/s","6.50 GB/s","2.20 req/s","0 req/s","1.30 s","0"
"2023-09-08 06:48:05","1694130485000","16.6%","59.1%","9.03 GB/s","7.98 GB/s","2 req/s","0 req/s","718 ms","0"
"2023-09-08 06:48:10","1694130490000","9.40%","58.8%","3.63 GB/s","3.26 GB/s","1.60 req/s","0 req/s","930 ms","0"
"2023-09-08 06:48:15","1694130495000","15.4%","56.0%","7.45 GB/s","6.42 GB/s","2 req/s","0 req/s","704 ms","0"
"2023-09-08 06:48:20","1694130500000","15.2%","53.4%","4.97 GB/s","4.77 GB/s","2 req/s","0 req/s","1.14 s","0"
"2023-09-08 06:48:25","1694130505000","22.8%","53.7%","10.9 GB/s","9.10 GB/s","1.80 req/s","0 req/s","1.48 s","0"
"2023-09-08 06:48:30","1694130510000","21.6%","54.0%","4.05 GB/s","3.78 GB/s","3.20 req/s","0.200 req/s","3.20 s","1"
"2023-09-08 06:48:35","1694130515000","13.4%","54.1%","4.17 GB/s","4.21 GB/s","5 req/s","2.60 req/s","3.56 s","1"
"2023-09-08 06:48:40","1694130520000","16.2%","54.0%","8.54 GB/s","7.12 GB/s","3.60 req/s","0.600 req/s","3.27 s","1"
"2023-09-08 06:48:45","1694130525000","19.8%","54.4%","6.04 GB/s","5.27 GB/s","2 req/s","0 req/s","1.37 s","0"
"2023-09-08 06:48:50","1694130530000","18.4%","53.4%","5.98 GB/s","5.06 GB/s","4.20 req/s","0 req/s","1.97 s","0"
"2023-09-08 06:48:55","1694130535000","17.8%","53.5%","5.47 GB/s","4.92 GB/s","2.80 req/s","0 req/s","2.63 s","0"
"2023-09-08 06:49:00","1694130540000","21.0%","55.2%","6.48 GB/s","5.70 GB/s","2 req/s","0 req/s","2.50 s","0"
"2023-09-08 06:49:05","1694130545000","12.2%","53.5%","4.31 GB/s","3.77 GB/s","1.40 req/s","0 req/s","689 ms","0"
"2023-09-08 06:49:10","1694130550000","26.2%","59.2%","7.90 GB/s","7.22 GB/s","2.40 req/s","0 req/s","2.87 s","0"
"2023-09-08 06:49:15","1694130555000","27.8%","53.7%","5.38 GB/s","4.94 GB/s","3.20 req/s","0 req/s","4.74 s","0"
"2023-09-08 06:49:20","1694130560000","19.2%","53.1%","6.26 GB/s","5.39 GB/s","3.20 req/s","0 req/s","2.53 s","0"
"2023-09-08 06:49:25","1694130565000","23.6%","54.5%","8.68 GB/s","7.70 GB/s","2.60 req/s","0 req/s","1.80 s","0"
"2023-09-08 06:49:30","1694130570000","10.8%","53.8%","2.71 GB/s","2.34 GB/s","1.40 req/s","0 req/s","542 ms","0"
"2023-09-08 06:49:35","1694130575000","13.8%","53.9%","7.63 GB/s","6.60 GB/s","2.80 req/s","0 req/s","1.19 s","0"
"2023-09-08 06:49:40","1694130580000","20.8%","53.7%","4.37 GB/s","4.58 GB/s","2.80 req/s","0 req/s","2.92 s","0"
"2023-09-08 06:49:45","1694130585000","29.0%","53.5%","12.1 GB/s","10.1 GB/s","3 req/s","0 req/s","3.16 s","0"
"2023-09-08 06:49:50","1694130590000","26.2%","55.9%","7.47 GB/s","6.48 GB/s","3.60 req/s","0 req/s","2.49 s","0"
"2023-09-08 06:49:55","1694130595000","11.6%","55.3%","4.69 GB/s","4.05 GB/s","1.80 req/s","0 req/s","703 ms","0"
"2023-09-08 06:50:00","1694130600000","26.8%","57.4%","15.7 GB/s","13.5 GB/s","3.80 req/s","0 req/s","1.60 s","0"
"2023-09-08 06:50:05","1694130605000","13.4%","56.0%","4.49 GB/s","3.88 GB/s","0.800 req/s","0 req/s","337 ms","0"
"2023-09-08 06:50:10","1694130610000","21.6%","53.2%","3.42 GB/s","3.01 GB/s","2.60 req/s","0.400 req/s","2.22 s","1"
"2023-09-08 06:50:15","1694130615000","13.6%","53.3%","2.15 GB/s","2.05 GB/s","4.60 req/s","2.40 req/s","3.29 s","1"
"2023-09-08 06:50:20","1694130620000","21.2%","58.7%","7.04 GB/s","6.45 GB/s","2.60 req/s","0 req/s","1.83 s","0"
"2023-09-08 06:50:25","1694130625000","6.80%","57.4%","1.97 GB/s","1.78 GB/s","1.80 req/s","0 req/s","709 ms","0"
"2023-09-08 06:50:30","1694130630000","13.8%","53.4%","5.36 GB/s","4.67 GB/s","2.80 req/s","0 req/s","757 ms","0"
"2023-09-08 06:50:35","1694130635000","12.2%","54.7%","5.38 GB/s","4.76 GB/s","1.20 req/s","0 req/s","980 ms","0"
"2023-09-08 06:50:40","1694130640000","20.8%","53.4%","2.90 GB/s","2.73 GB/s","2.40 req/s","0 req/s","2.70 s","0"
"2023-09-08 06:50:45","1694130645000","21.8%","53.6%","2.60 GB/s","2.44 GB/s","3.80 req/s","2.60 req/s","3.02 s","1"
"2023-09-08 06:50:50","1694130650000","23.4%","53.8%","7.75 GB/s","6.70 GB/s","3.80 req/s","0 req/s","3.58 s","0"
"2023-09-08 06:50:55","1694130655000","9.20%","53.6%","5.40 GB/s","4.64 GB/s","2.20 req/s","0 req/s","344 ms","0"
"2023-09-08 06:51:00","1694130660000","15.2%","54.0%","8.60 GB/s","7.53 GB/s","2.80 req/s","0 req/s","966 ms","0"
"2023-09-08 06:51:05","1694130665000","16.6%","53.1%","5.45 GB/s","4.74 GB/s","2 req/s","0 req/s","1.04 s","0"
"2023-09-08 06:51:10","1694130670000","22.4%","53.7%","5.50 GB/s","4.93 GB/s","1.80 req/s","0 req/s","1.71 s","0"
"2023-09-08 06:51:15","1694130675000","28.4%","56.1%","8.70 GB/s","7.58 GB/s","2.60 req/s","0 req/s","2.14 s","0"
"2023-09-08 06:51:20","1694130680000","21.0%","53.2%","2.79 GB/s","2.61 GB/s","2.60 req/s","0 req/s","1.82 s","0"
"2023-09-08 06:51:25","1694130685000","25.4%","58.3%","11.1 GB/s","9.80 GB/s","2.40 req/s","0 req/s","1.65 s","0"
"2023-09-08 06:51:30","1694130690000","21.0%","54.8%","6.38 GB/s","5.62 GB/s","2.40 req/s","0 req/s","1.52 s","0"
"2023-09-08 06:51:35","1694130695000","14.2%","53.7%","3.34 GB/s","2.91 GB/s","3.00 req/s","0 req/s","1.04 s","0"
"2023-09-08 06:51:40","1694130700000","21.6%","53.8%","5.43 GB/s","4.83 GB/s","1.80 req/s","0 req/s","1.37 s","0"
"2023-09-08 06:51:45","1694130705000","26.4%","54.8%","10.3 GB/s","9.01 GB/s","3.20 req/s","0 req/s","1.98 s","0"
"2023-09-08 06:51:50","1694130710000","19.4%","53.3%","3.19 GB/s","2.87 GB/s","1.80 req/s","0 req/s","2.13 s","0"
"2023-09-08 06:51:55","1694130715000","22.0%","53.7%","4.75 GB/s","4.35 GB/s","2.40 req/s","0 req/s","1.31 s","0"
"2023-09-08 06:52:00","1694130720000","29.2%","60.0%","8.83 GB/s","7.62 GB/s","3.40 req/s","0 req/s","1.96 s","0"
"2023-09-08 06:52:05","1694130725000","22.2%","54.6%","7.56 GB/s","6.72 GB/s","2.60 req/s","0 req/s","1.21 s","0"
"2023-09-08 06:52:10","1694130730000","27.0%","54.2%","11.3 GB/s","9.59 GB/s","2.60 req/s","0 req/s","1.18 s","0"
"2023-09-08 06:52:15","1694130735000","17.4%","53.3%","2.47 GB/s","2.33 GB/s","2 req/s","0 req/s","1.54 s","0"
"2023-09-08 06:52:20","1694130740000","21.2%","54.5%","5.83 GB/s","5.13 GB/s","2.60 req/s","0 req/s","1.51 s","0"
"2023-09-08 06:52:25","1694130745000","29.6%","56.1%","12.2 GB/s","11.1 GB/s","3 req/s","0 req/s","1.65 s","0"
"2023-09-08 06:52:30","1694130750000","27.0%","59.0%","13.2 GB/s","10.9 GB/s","2.60 req/s","0 req/s","1.21 s","0"
"2023-09-08 06:52:35","1694130755000","18.0%","55.1%","7.09 GB/s","6.18 GB/s","2.80 req/s","0 req/s","898 ms","0"
"2023-09-08 06:52:40","1694130760000","7.20%","53.3%","1.73 GB/s","1.57 GB/s","1.60 req/s","0 req/s","1.02 s","0"
"2023-09-08 06:52:45","1694130765000","19.2%","50.9%","7.00 GB/s","6.12 GB/s","1.80 req/s","0 req/s","1.08 s","0"
"2023-09-08 06:52:50","1694130770000","20%","53.4%","5.04 GB/s","4.40 GB/s","2 req/s","0 req/s","1.40 s","0"
"2023-09-08 06:52:55","1694130775000","16.6%","53.3%","3.82 GB/s","3.47 GB/s","2.80 req/s","0 req/s","1.55 s","0"
"2023-09-08 06:53:00","1694130780000","26.8%","59.6%","10.5 GB/s","9.15 GB/s","2.40 req/s","0 req/s","1.28 s","0"
"2023-09-08 06:53:05","1694130785000","16.8%","56.7%","3.05 GB/s","2.74 GB/s","3 req/s","0 req/s","807 ms","0"
"2023-09-08 06:53:10","1694130790000","13.2%","53.5%","3.51 GB/s","3.00 GB/s","1.60 req/s","0 req/s","680 ms","0"
"2023-09-08 06:53:15","1694130795000","22.8%","55.3%","11.1 GB/s","9.60 GB/s","3 req/s","0 req/s","1.21 s","0"
"2023-09-08 06:53:20","1694130800000","10.4%","51.1%","1.47 GB/s","1.40 GB/s","0.600 req/s","0 req/s","988 ms","0"
"2023-09-08 06:53:25","1694130805000","31.2%","50.0%","3.55 GB/s","3.33 GB/s","2.80 req/s","0 req/s","2.47 s","0"
"2023-09-08 06:53:30","1694130810000","24.8%","52.0%","5.62 GB/s","4.92 GB/s","2.40 req/s","0 req/s","1.98 s","0"
"2023-09-08 06:53:35","1694130815000","20.0%","55.3%","9.29 GB/s","8.07 GB/s","2.20 req/s","0 req/s","974 ms","0"
"2023-09-08 06:53:40","1694130820000","7.40%","54.3%","2.82 GB/s","2.43 GB/s","1.80 req/s","0 req/s","555 ms","0"
"2023-09-08 06:53:45","1694130825000","9.20%","53.4%","3.12 GB/s","2.77 GB/s","1.40 req/s","0 req/s","814 ms","0"
"2023-09-08 06:53:50","1694130830000","18.6%","54.1%","6.22 GB/s","5.47 GB/s","2.20 req/s","0 req/s","895 ms","0"
"2023-09-08 06:53:55","1694130835000","7.20%","53.7%","1.34 GB/s","1.24 GB/s","0.800 req/s","0 req/s","914 ms","0"
"2023-09-08 06:54:00","1694130840000","17.4%","52.9%","5.24 GB/s","4.58 GB/s","2.80 req/s","0 req/s","630 ms","0"
"2023-09-08 06:54:05","1694130845000","8.80%","53.6%","6.52 GB/s","5.59 GB/s","1.20 req/s","0 req/s","531 ms","0"
"2023-09-08 06:54:10","1694130850000","31.6%","53.7%","5.83 GB/s","5.26 GB/s","3.20 req/s","0 req/s","1.70 s","0"
"2023-09-08 06:54:15","1694130855000","24.6%","56.0%","13.0 GB/s","11.1 GB/s","2.20 req/s","0 req/s","750 ms","0"
"2023-09-08 06:54:20","1694130860000","5.60%","54.5%","3.90 GB/s","3.34 GB/s","1.80 req/s","0 req/s","535 ms","0"
"2023-09-08 06:54:25","1694130865000","17.0%","53.5%","5.19 GB/s","4.56 GB/s","3 req/s","0 req/s","941 ms","0"
"2023-09-08 06:54:30","1694130870000","6.80%","53.3%","5.25 GB/s","4.49 GB/s","1.20 req/s","0 req/s","270 ms","0"
"2023-09-08 06:54:35","1694130875000","10.8%","53.4%","3.86 GB/s","3.44 GB/s","2.20 req/s","0 req/s","982 ms","0"
"2023-09-08 06:54:40","1694130880000","20.4%","53.7%","5.72 GB/s","5.09 GB/s","2.40 req/s","0 req/s","1.29 s","0"
"2023-09-08 06:54:45","1694130885000","14.2%","55.5%","6.23 GB/s","5.40 GB/s","2.60 req/s","0 req/s","679 ms","0"
"2023-09-08 06:54:50","1694130890000","13.4%","53.4%","1.69 GB/s","1.62 GB/s","1.40 req/s","0 req/s","1.06 s","0"
"2023-09-08 06:54:55","1694130895000","14.4%","54.9%","5.98 GB/s","5.22 GB/s","1.60 req/s","0 req/s","629 ms","0"
"2023-09-08 06:55:00","1694130900000","15.8%","53.1%","3.55 GB/s","3.19 GB/s","2.40 req/s","0 req/s","1.27 s","0"
"2023-09-08 06:55:05","1694130905000","27.2%","53.6%","9.80 GB/s","8.44 GB/s","2.40 req/s","0 req/s","1.42 s","0"
"2023-09-08 06:55:10","1694130910000","5.60%","53.7%","3.20 GB/s","2.73 GB/s","1.80 req/s","0 req/s","500 ms","0"
"2023-09-08 06:55:15","1694130915000","20.8%","53.6%","2.55 GB/s","2.41 GB/s","1.80 req/s","0 req/s","1.87 s","0"
"2023-09-08 06:55:20","1694130920000","40.0%","55.9%","11.6 GB/s","10.1 GB/s","3.40 req/s","0 req/s","2.60 s","0"
"2023-09-08 06:55:25","1694130925000","23.0%","57.0%","11.6 GB/s","9.93 GB/s","2.40 req/s","0 req/s","838 ms","0"
"2023-09-08 06:55:30","1694130930000","31.4%","54.3%","10.0 GB/s","8.72 GB/s","4 req/s","0 req/s","1.84 s","0"
"2023-09-08 06:55:35","1694130935000","30.8%","60.1%","7.74 GB/s","7.16 GB/s","2.40 req/s","0 req/s","1.43 s","0"
"2023-09-08 06:55:40","1694130940000","16.8%","56.5%","1.94 GB/s","2.18 GB/s","2.20 req/s","0.200 req/s","3.04 s","1"
"2023-09-08 06:55:45","1694130945000","28.4%","53.3%","8.00 GB/s","7.09 GB/s","3 req/s","0 req/s","3.60 s","0"
"2023-09-08 06:55:50","1694130950000","30.8%","55.5%","9.40 GB/s","8.18 GB/s","2.60 req/s","0 req/s","2.47 s","0"
"2023-09-08 06:55:55","1694130955000","17.8%","53.4%","1.91 GB/s","1.75 GB/s","2.80 req/s","0 req/s","1.56 s","0"
"2023-09-08 06:56:00","1694130960000","12.8%","50.4%","4.53 GB/s","4.01 GB/s","2.20 req/s","0 req/s","958 ms","0"
"2023-09-08 06:56:05","1694130965000","14.2%","55.8%","5.53 GB/s","4.76 GB/s","1.40 req/s","0 req/s","713 ms","0"
"2023-09-08 06:56:10","1694130970000","11.6%","53.6%","5.23 GB/s","4.57 GB/s","3 req/s","0 req/s","1.85 s","0"
"2023-09-08 06:56:15","1694130975000","30.8%","60.0%","12.4 GB/s","11.2 GB/s","2.60 req/s","0 req/s","3.02 s","0"
"2023-09-08 06:56:20","1694130980000","22.2%","53.3%","9.89 GB/s","8.54 GB/s","3.20 req/s","0 req/s","3.40 s","0"
"2023-09-08 06:56:25","1694130985000","13.4%","55.3%","9.28 GB/s","7.99 GB/s","2 req/s","0 req/s","769 ms","0"
"2023-09-08 06:56:30","1694130990000","6.00%","53.1%","1.46 GB/s","1.30 GB/s","1.20 req/s","0 req/s","437 ms","0"
"2023-09-08 06:56:35","1694130995000","6.20%","54.8%","5.71 GB/s","5.06 GB/s","1.60 req/s","0 req/s","524 ms","0"
"2023-09-08 06:56:40","1694131000000","19.4%","53.5%","11.0 GB/s","9.56 GB/s","2.40 req/s","0 req/s","1.89 s","0"
"2023-09-08 06:56:45","1694131005000","14.8%","54.2%","3.50 GB/s","3.83 GB/s","2.80 req/s","0.200 req/s","3.43 s","1"
